318322,16,"Dec 9, 2021",United States,Chicago,1954.934481,201.062975,6.618268,102
318321,15,"Dec 9, 2021",United States,Brookline,208.526345,13.032897,6.618268,8
318312,97,"Dec 9, 2021",United States,Cupertino,100.190392,9.754309,6.618268,2
318311,82,"Dec 9, 2021",United States,Washington,91.433915,7.605917,6.618268,5
318310,25,"Dec 9, 2021",United States,Chicago,25.251237,3.940415,13.226354,1
318306,84,"Dec 9, 2021",United States,South San Francisco,179.202327,18.368239,6.618268,7
318301,84,"Dec 9, 2021",United States,Sunnyvale,48.873362,5.070611,6.618268,1
318299,63,"Dec 9, 2021",United States,Vacaville,80.641047,8.552838,13.05326,1
318296,66,"Dec 9, 2021",United States,Union City,194.475253,21.636645,6.618268,7
318287,2,"Dec 9, 2021",United States,Bloomingdale,181.645996,14.122365,6.618268,6
318285,83,"Dec 9, 2021",United States,Austin,61.906259,5.650982,6.618268,1
318279,22,"Dec 9, 2021",United Kingdom,London,214.228237,17.115859,6.618268,5
318275,48,"Dec 9, 2021",Canada,Vancouver,24.64032,2.168755,6.618268,4
318272,48,"Dec 9, 2021",Canada,Vancouver,24.64032,3.60441,13.05326,4
318271,5,"Dec 9, 2021",United States,Chapel Hill,95.303056,0.0,59.401499,5
318267,48,"Dec 9, 2021",Canada,Vancouver,24.64032,3.421135,13.05326,4
318264,62,"Dec 9, 2021",United States,Bartlett,48.873362,5.416798,6.618268,2
318262,46,"Dec 9, 2021",United States,Burlington,63.63719,0.0,6.618268,3
318261,25,"Dec 9, 2021",United States,San Francisco,101.004948,9.285939,6.618268,3
318259,48,"Dec 9, 2021",Canada,Vancouver,24.64032,1.853115,13.05326,4
318258,10,"Dec 9, 2021",United States,Sunnyvale,210.155457,19.793712,6.618268,7
318256,73,"Dec 9, 2021",United Kingdom,Chesham,24.436681,0.0,6.618268,2
318252,34,"Dec 9, 2021",United States,San Leandro,36.655022,4.673515,6.618268,2
318250,2,"Dec 9, 2021",United States,Tacoma,79.826491,8.909207,6.618268,1
318249,50,"Dec 9, 2021",United States,Sacramento,34.618631,3.777504,6.618268,3
318248,48,"Dec 9, 2021",Canada,Vancouver,19.549345,0.0,24.27377,1
318247,10,"Dec 9, 2021",United States,New York,87.157496,6.221172,6.618268,3
318246,38,"Dec 9, 2021",United States,Goose Creek,234.592138,19.294796,6.618268,14
318241,63,"Dec 9, 2021",United States,Anaheim,141.73275,11.515786,6.618268,5
318237,15,"Dec 9, 2021",United States,Powell,428.049196,34.313173,62.191353,60
318234,30,"Dec 9, 2021",United States,Concord,38.94596,4.02187,6.618268,5
318233,40,"Dec 9, 2021",United States,Horsham,46.429694,3.18695,6.618268,1
318231,21,"Dec 9, 2021",United States,Apex,29.324017,2.962948,13.226354,2
318227,52,"Dec 9, 2021",United States,Houston,44.800582,3.217496,6.618268,1
318221,2,"Dec 9, 2021",United States,New York,63.128093,6.781179,13.05326,32
318220,38,"Dec 9, 2021",United States,Seattle,91.637554,10.069949,6.618268,6
318218,17,"Dec 9, 2021",United States,Brentwood,62.720815,6.078624,6.618268,2
318212,57,"Dec 9, 2021",United States,South San Francisco,57.833478,6.058261,6.618268,2
318210,86,"Dec 9, 2021",United States,Sunnyvale,195.493448,26.096339,59.085858,17
318209,21,"Dec 9, 2021",United States,New York,195.493448,19.152249,20.353719,4
318203,98,"Dec 9, 2021",United States,San Jose,28.509461,2.779672,6.618268,1
318200,25,"Dec 9, 2021",United States,Scituate,57.018922,3.563683,13.05326,2
318196,1,"Dec 9, 2021",United States,Foster City,143.056403,14.051092,6.618268,2
318195,25,"Dec 9, 2021",United States,Scituate,41.542358,2.596397,13.226354,2
318192,48,"Dec 9, 2021",United Kingdom,London,306.273069,24.253406,6.618268,6
318188,64,"Dec 9, 2021",United States,Campbell,48.873362,4.103326,13.05326,1
318185,3,"Dec 9, 2021",United States,Seattle,19.549345,2.677853,6.618268,4
318184,44,"Dec 9, 2021",United States,State College,91.637554,5.874985,6.618268,8
318182,23,"Dec 9, 2021",United States,Englewood,86.953857,6.190626,6.618268,6
318177,92,"Dec 9, 2021",United States,(not set),93.673944,7.768828,6.618268,5
318176,54,"Dec 9, 2021",United States,San Jose,76.568267,7.962285,13.05326,2
318169,47,"Dec 9, 2021",United States,Austin,21.178457,2.311303,6.618268,1
318163,47,"Dec 9, 2021",United States,Austin,21.993013,2.901856,13.05326,1
318157,47,"Dec 9, 2021",United States,Austin,21.178457,2.290939,6.618268,1
318151,52,"Dec 9, 2021",United States,Bothell,33.396797,4.07278,6.618268,2
318149,71,"Dec 9, 2021",United States,Boulder,509.097521,0.0,0.0,10
318146,58,"Dec 9, 2021",United States,Los Gatos,192.438863,17.197314,6.618268,6
318143,56,"Dec 9, 2021",United States,Irvine,32.582241,2.352031,6.618268,2
318142,58,"Dec 9, 2021",United States,Los Gatos,198.548033,18.755153,6.618268,5
318132,58,"Dec 9, 2021",United States,Los Gatos,193.457058,18.042416,6.618268,6
318128,29,"Dec 9, 2021",United States,(not set),10.792867,1.608748,6.618268,2
318127,58,"Dec 9, 2021",United States,Los Gatos,193.457058,18.816244,6.618268,6
318122,58,"Dec 9, 2021",United States,Los Gatos,193.457058,17.777685,6.618268,6
318117,13,"Dec 9, 2021",United States,New York,148.249198,13.735451,6.618268,6
318113,97,"Dec 9, 2021",United States,(not set),50.909752,5.264068,6.618268,1
318095,5,"Dec 9, 2021",United States,Frisco,20.363901,2.229847,6.618268,1
318093,6,"Dec 9, 2021",United States,New York,46.429694,4.693879,6.618268,1
318092,6,"Dec 9, 2021",United States,New York,136.030858,8.56302,6.618268,3
318091,56,"Dec 9, 2021",United Kingdom,London,39.913246,3.848777,6.618268,2
318088,45,"Dec 9, 2021",United States,Southfield,78.197379,6.394265,13.05326,1
318081,16,"Dec 9, 2021",United States,Olney,201.19534,0.0,6.618268,4
318080,45,"Dec 9, 2021",United States,Southfield,627.208146,38.559046,15.466383,8
318079,5,"Dec 9, 2021",United States,Vienna,571.818336,31.014221,13.226354,77
318078,69,"Dec 9, 2021",United States,Smyrna,78.197379,8.644476,6.618268,1
318077,97,"Dec 9, 2021",United States,Arvada,103.448616,4.948428,6.618268,2
318076,93,"Dec 9, 2021",United States,Jersey City,92.859388,6.597904,6.618268,3
318073,41,"Dec 9, 2021",United States,New York,117.296069,10.375407,6.618268,5
318064,99,"Dec 9, 2021",United States,Newton,128.699853,8.043741,6.618268,5
318048,63,"Dec 9, 2021",United States,Sunnyvale,236.22125,21.168275,20.353719,11
318040,37,"Dec 9, 2021",United States,Bloomfield Township,77.382823,5.040065,6.618268,5
318033,60,"Dec 9, 2021",United States,Capitola,17.309316,2.158573,6.618268,1
318032,14,"Dec 9, 2021",United States,Sunnyvale,73.310043,7.402278,6.618268,3
318019,10,"Dec 9, 2021",Ireland,Bray,37.469578,3.095313,6.618268,2
318011,74,"Dec 9, 2021",United States,Washington Township,18.327511,1.649476,6.618268,1
318007,21,"Dec 9, 2021",United States,New York,720.88209,69.196535,58.821128,40
318004,67,"Dec 9, 2021",United States,Arlington,92.859388,8.064105,6.618268,2
317978,95,"Dec 9, 2021",United States,New York,44.800582,4.561514,6.618268,2
317974,70,"Dec 9, 2021",United States,Perry Hall,55.38981,3.726594,6.618268,2
317966,65,"Dec 9, 2021",United States,Roswell,93.673944,7.768828,6.618268,4
317965,28,"Dec 9, 2021",Canada,Erin,113.01965,0.0,88.674606,6
317913,69,"Dec 9, 2021",United States,Sunnyvale,113.223289,10.955779,6.618268,5
317897,70,"Dec 9, 2021",United States,San Jose,80.641047,8.19647,6.618268,1
317850,45,"Dec 9, 2021",United States,Ontario,33.600436,3.125859,6.618268,2
317828,98,"Dec 9, 2021",United States,San Jose,46.429694,4.194964,6.618268,1
317818,94,"Dec 9, 2021",United States,Seattle,25.37342,2.677853,6.618268,6
317799,18,"Dec 8, 2021",United States,Pflugerville,106.70684,10.945597,13.226354,6
317795,13,"Dec 8, 2021",United States,Cambridge,103.855894,10.517955,6.618268,7
317790,3,"Dec 8, 2021",United States,Irvine,496.064625,38.976506,6.618268,14
317785,45,"Dec 8, 2021",United States,San Carlos,82.270159,9.112846,6.618268,2
317784,45,"Dec 8, 2021",United States,San Carlos,82.270159,8.970298,6.618268,2
