315210,4,"Dec 7, 2021",United States,Austin,830.847154,70.062001,18.368239,17
315191,42,"Dec 7, 2021",United States,Arvada,86.668762,4.205146,6.618268,4
315189,97,"Dec 7, 2021",Canada,Vaughan,56.611644,5.467707,6.618268,3
315187,91,"Dec 7, 2021",United States,(not set),42.764192,2.962948,6.618268,3
315186,44,"Dec 7, 2021",United States,Roseville,16.291121,1.893843,6.618268,1
315184,55,"Dec 7, 2021",United States,Montgomery,78.197379,5.620437,6.618268,1
315177,32,"Dec 7, 2021",United States,Columbus,72.495487,5.925895,6.618268,2
315170,91,"Dec 7, 2021",United States,Antelope,403.205237,29.721113,6.618268,24
315166,6,"Dec 7, 2021",United States,Powder Springs,191.420668,11.861972,6.618268,5
315163,8,"Dec 7, 2021",United States,(not set),145.113157,10.619774,6.618268,7
315160,60,"Dec 7, 2021",United States,Bee Ridge,93.673944,7.025546,6.618268,2
315159,91,"Dec 7, 2021",United States,Waxhaw,119.739737,8.970298,13.226354,6
315151,50,"Dec 7, 2021",United States,San Diego,44.800582,4.642969,6.618268,1
315142,61,"Dec 7, 2021",United States,New York,571.00378,26.014883,6.618268,14
315133,34,"Dec 7, 2021",United States,New York,29.324017,3.18695,6.618268,2
315114,60,"Dec 7, 2021",United States,Atlanta,171.789868,16.616943,14.977649,17
315108,69,"Dec 7, 2021",United States,Atlanta,48.873362,4.02187,6.618268,1
315102,17,"Dec 7, 2021",Canada,Bedford,110.779621,0.0,88.674606,5
315085,76,"Dec 7, 2021",United States,(not set),43.782387,3.33968,6.618268,2
315073,80,"Dec 7, 2021",United States,Springfield,43.578748,4.164418,6.618268,3
315069,80,"Dec 7, 2021",United States,Springfield,48.466084,3.645138,6.618268,2
315067,17,"Dec 7, 2021",United States,New York,10.589228,1.527293,6.618268,1
315057,47,"Dec 7, 2021",United States,Land O' Lakes,45.20786,3.624774,6.618268,4
315049,54,"Dec 7, 2021",United States,New York,87.972052,5.671346,6.618268,4
315045,47,"Dec 7, 2021",United States,New York,24.436681,2.484396,6.618268,2
315023,77,"Dec 7, 2021",United States,Cambridge,43.782387,2.738945,6.618268,2
315002,64,"Dec 7, 2021",United States,New York,56.000727,4.836426,0.0,1
314813,80,"Dec 7, 2021",United States,Madison,96.728529,5.69171,6.618268,3
314785,97,"Dec 7, 2021",United States,San Antonio,170.242211,14.600917,6.618268,14
314781,59,"Dec 7, 2021",United States,Sunnyvale,88.786608,8.71575,6.618268,2
314775,63,"Dec 6, 2021",United States,San Francisco,19.549345,2.260393,6.618268,1
314742,29,"Dec 6, 2021",United States,San Jose,42.356914,4.612424,6.618268,3
314737,59,"Dec 6, 2021",United States,Chicago,96.830349,10.619774,6.618268,6
314726,65,"Dec 6, 2021",United States,Seattle,78.197379,9.367394,13.226354,1
314723,33,"Dec 6, 2021",United States,San Francisco,141.73275,11.505604,6.618268,4
314717,100,"Dec 6, 2021",United States,Austin,107.521396,12.289614,6.618268,3
314715,35,"Dec 6, 2021",United States,Denver,35.025909,1.659658,6.618268,2
314713,83,"Dec 6, 2021",United States,Kyle,71.192197,6.424811,6.618268,5
314712,61,"Dec 6, 2021",United States,San Francisco,87.972052,8.165924,6.618268,6
314704,80,"Dec 6, 2021",United States,Dublin,120.635749,13.043078,6.618268,11
314700,47,"Dec 6, 2021",United States,Round Rock,52.538864,4.887336,6.618268,3
314692,62,"Dec 6, 2021",United States,Somerville,59.869868,3.746958,6.618268,4
314686,3,"Dec 6, 2021",United States,Austin,91.230276,8.074287,6.618268,8
314684,62,"Dec 6, 2021",United States,San Jose,156.394758,15.29329,6.618268,8
314680,40,"Dec 6, 2021",United States,San Francisco,11.403784,0.712737,6.618268,1
314672,50,"Dec 6, 2021",United States,San Francisco,78.197379,7.331004,6.618268,1
314669,70,"Dec 6, 2021",United States,Searcy,27.236717,0.0,6.618268,2
314668,14,"Dec 6, 2021",United States,Chicago,43.782387,3.65532,6.618268,3
314667,7,"Dec 6, 2021",United States,Oakland,60.582605,4.205146,6.618268,3
314666,60,"Dec 6, 2021",United States,Atlanta,185.718776,17.879505,14.977649,7
314663,88,"Dec 6, 2021",United States,Santa Clara,62.720815,0.0,6.618268,2
314662,54,"Dec 6, 2021",United States,San Francisco,129.107131,11.688879,6.618268,9
314656,88,"Dec 6, 2021",United States,Santa Clara,299.75662,28.550189,13.226354,9
314647,81,"Dec 6, 2021",United States,Roseville,13.236536,1.191288,6.618268,2
314640,52,"Dec 6, 2021",United States,New York,45.818777,4.653151,6.618268,1
314636,50,"Dec 6, 2021",United States,Cupertino,48.873362,5.223341,6.618268,3
314629,7,"Dec 6, 2021",United States,(not set),13.236536,1.639294,6.618268,1
314628,23,"Dec 6, 2021",United States,Newburyport,142.547306,8.909207,6.618268,19
314623,65,"Dec 6, 2021",United States,Harvard,13.032897,0.0,6.618268,4
314622,27,"Dec 6, 2021",United States,Sugar Land,231.130275,19.640982,6.618268,6
314604,9,"Dec 6, 2021",United States,Belmont,118.925181,12.401616,6.618268,6
314600,3,"Dec 6, 2021",United States,Dripping Springs,52.88505,4.928064,6.618268,16
314592,21,"Dec 6, 2021",United States,San Ramon,23.214847,3.074949,6.618268,2
314591,33,"Dec 6, 2021",United States,Fremont,49.484279,5.864803,13.05326,4
314586,33,"Dec 6, 2021",United States,Fremont,49.484279,6.170262,13.05326,4
314583,33,"Dec 6, 2021",United States,Fremont,49.484279,4.154236,13.05326,4
314580,83,"Dec 6, 2021",United States,Cartersville,73.310043,0.0,6.618268,3
314579,33,"Dec 6, 2021",United States,Fremont,49.484279,4.836426,13.05326,4
314577,32,"Dec 6, 2021",United States,Portland,36.655022,0.0,6.618268,1
314576,33,"Dec 6, 2021",United States,Fremont,49.484279,5.712074,13.05326,4
314572,33,"Dec 6, 2021",United States,Fremont,49.484279,6.170262,13.05326,4
314570,33,"Dec 6, 2021",United States,Fremont,148.452837,12.696892,15.466383,12
314569,33,"Dec 6, 2021",United States,Fremont,49.484279,6.709905,13.05326,4
314566,4,"Dec 6, 2021",United States,Okauchee Lake,99.274017,5.304796,6.618268,4
314565,33,"Dec 6, 2021",United States,Fremont,49.484279,5.854621,13.05326,4
314562,33,"Dec 6, 2021",United States,Fremont,296.905674,28.560371,15.97548,24
314560,58,"Dec 6, 2021",United States,San Francisco,34.211353,3.543319,6.618268,2
314559,1,"Dec 6, 2021",United States,Cupertino,93.673944,10.202314,14.977649,2
314554,1,"Dec 6, 2021",United States,Cupertino,93.673944,11.139054,14.977649,2
314543,76,"Dec 6, 2021",United States,(not set),79.826491,7.891012,6.618268,1
314542,12,"Dec 6, 2021",United States,New York,87.157496,8.909207,13.226354,4
314537,86,"Dec 6, 2021",United States,South Pasadena,149.87831,14.835102,6.618268,16
314534,24,"Dec 6, 2021",United States,San Francisco,302.200288,29.038923,15.97548,29
314528,24,"Dec 6, 2021",United States,San Francisco,172.685879,9.387758,15.466383,16
314522,1,"Dec 6, 2021",United States,Cupertino,25.251237,3.502591,13.05326,1
314518,56,"Dec 6, 2021",United States,San Francisco,84.917467,7.911375,6.618268,8
314512,20,"Dec 6, 2021",United States,Issaquah,55.38981,3.461863,6.618268,3
314505,76,"Dec 6, 2021",United States,San Jose,24.436681,2.92222,6.618268,1
314502,74,"Dec 6, 2021",United States,Santa Cruz,40.727802,4.205146,6.618268,3
314499,74,"Dec 6, 2021",United States,Palo Alto,78.197379,7.962285,6.618268,4
314498,18,"Dec 6, 2021",United States,Los Angeles,363.251263,35.127729,6.618268,44
314495,33,"Dec 6, 2021",United States,Fremont,49.484279,5.457525,13.05326,4
314488,11,"Dec 6, 2021",United States,Westland,419.333446,25.587241,6.618268,29
314486,52,"Dec 6, 2021",United States,Omaha,42.356914,0.0,6.618268,2
314485,33,"Dec 6, 2021",United States,Fremont,49.484279,4.999338,13.05326,4
314482,75,"Dec 6, 2021",United States,(not set),91.230276,10.467045,20.353719,4
314479,97,"Dec 6, 2021",United States,San Jose,76.160989,7.768828,6.618268,2
314475,88,"Dec 6, 2021",United States,Denver,21.993013,3.28877,13.05326,1
314473,10,"Dec 6, 2021",United States,Walnut Creek,21.993013,3.370226,13.05326,1
314472,88,"Dec 6, 2021",United States,Denver,21.993013,3.207314,13.05326,1
