307431,17,"Nov 24, 2021",United States,Atlanta,123.2016,7.789192,6.618268,4
307428,78,"Nov 24, 2021",United States,Chicago,103.448616,11.291783,6.618268,3
307424,33,"Nov 24, 2021",United States,Loganville,164.947597,12.00452,6.618268,3
307418,73,"Nov 24, 2021",United States,Solon,1594.900714,108.957051,19.26425,24
307416,97,"Nov 24, 2021",United States,Redmond,95.303056,0.0,6.618268,2
307413,9,"Nov 24, 2021",United States,Plant City,127.070741,13.725269,6.618268,5
307410,51,"Nov 24, 2021",United States,Sunnyvale,48.873362,5.650982,13.05326,1
307407,20,"Nov 24, 2021",United States,Las Vegas,108.183223,9.632125,6.618268,9
307406,64,"Nov 24, 2021",United States,San Rafael,156.313303,15.14056,6.618268,13
307400,37,"Nov 24, 2021",United States,Northborough,925.742932,57.874206,18.368239,49
307395,77,"Nov 24, 2021",United States,New York,25.454876,2.87131,6.618268,5
307394,45,"Nov 24, 2021",United States,New York,61.906259,5.915713,6.618268,3
307390,78,"Nov 24, 2021",United States,Denver,19.73262,1.069105,6.618268,2
307386,89,"Nov 24, 2021",United States,San Ramon,30.953129,3.298952,6.618268,2
307383,53,"Nov 24, 2021",United States,Seattle,21.178457,2.840764,6.618268,1
307382,50,"Nov 24, 2021",United States,North Creek,359.931947,38.121222,6.618268,20
307381,6,"Nov 24, 2021",United States,New York,301.996649,27.399629,6.618268,70
307377,68,"Nov 24, 2021",United States,Fort Hunt,125.18708,6.995,6.618268,13
307376,32,"Nov 24, 2021",United States,San Jose,39.09869,4.296783,6.618268,2
307369,73,"Nov 24, 2021",United States,Erie,198.751672,15.211834,6.618268,8
307368,64,"Nov 24, 2021",United States,San Francisco,30.138573,3.18695,6.618268,2
307363,8,"Nov 24, 2021",United States,San Francisco,40.727802,3.136041,6.618268,1
307362,22,"Nov 24, 2021",United States,Phoenix,15.680204,1.914207,6.618268,2
307361,33,"Nov 24, 2021",United States,San Francisco,70.051819,6.638632,6.618268,5
307360,4,"Nov 24, 2021",United States,Des Plaines,93.103755,9.988493,6.618268,3
307349,5,"Nov 24, 2021",United States,San Jose,65.571761,6.770997,6.618268,1
307346,60,"Nov 24, 2021",United States,Grapevine,22.807569,1.761477,6.618268,8
307341,53,"Nov 24, 2021",United States,New York,55.797088,5.946259,6.618268,3
307340,56,"Nov 24, 2021",United States,Huntington Beach,424.587333,44.220211,6.618268,7
307339,15,"Nov 24, 2021",United States,Oakland,64.349927,4.113508,13.226354,4
307338,37,"Nov 24, 2021",United States,Portage,93.673944,6.017533,6.618268,4
307332,100,"Nov 24, 2021",United States,Frisco,78.197379,7.005182,6.618268,1
307331,81,"Nov 24, 2021",United States,San Jose,70.255458,7.208821,6.618268,3
307330,5,"Nov 24, 2021",United States,New York,65.979039,7.015364,13.05326,2
307329,5,"Nov 24, 2021",United States,New York,65.979039,4.194964,13.05326,2
307326,5,"Nov 24, 2021",United States,New York,65.979039,5.233523,13.05326,2
307325,5,"Nov 24, 2021",United States,New York,65.979039,7.514279,13.05326,2
